Domain,Area,Element,Item,Year,Value
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,1998,34
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,1999,-8
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2000,-52
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2001,-37
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2002,-38
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2003,125
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2004,-54
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2005,30
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2006,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2007,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2008,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2009,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2010,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2011,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2012,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Bovine Meat,2013,0
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1961,20
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1962,18
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1963,19
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1964,38
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1965,28
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1966,22
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1967,25
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1968,21
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1969,18
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1970,22
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1971,28
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1972,32
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1973,46
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1974,40
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1975,28
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1976,42
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1977,47
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1978,73
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1979,80
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1980,97
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1981,116
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1982,140
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1983,141
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1984,172
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1985,170
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1986,247
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1987,296
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1988,330
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1989,567
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1990,501
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1991,577
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1992,640
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1993,620
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1994,780
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1995,872
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1996,889
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1997,1011
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1998,1040
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,1999,1144
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2000,1327
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2001,1150
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2002,1222
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2003,1251
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2004,241
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2005,348
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2006,567
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2007,700
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2008,924
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2009,900
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2010,1104
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2011,1341
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2012,1182
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Bovine Meat,2013,1245
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1961,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1962,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1963,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1964,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1965,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1966,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1967,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1968,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1969,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1970,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1971,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Bovine Meat,1972,
